Internal Name,Localized Name,Item Type,Description,Source Mod
"BattleaxeSurtr_TW","Surtr Battleaxe","Weapon","$battleaxe_surtr_description_TW","WarfareFireAndIce"
"BattlehammerNjord_TW","Njord Battlehammer","Weapon","$battlehammer_njord_description_TW","WarfareFireAndIce"
"BattlehammerSurtr_TW","Surtr Battlehammer","Weapon","$battlehammer_surtr_description_TW","WarfareFireAndIce"
"BowNjord_TW","Njord Bow","Weapon","$bow_njord_description_TW","WarfareFireAndIce"
"BowSurtr_TW","Surtr Bow","Weapon","$bow_surtr_description_TW","WarfareFireAndIce"
"GreatbowNjord_TW","Njord Greatbow","Weapon","$greatbow_njord_description_TW","WarfareFireAndIce"
"GreatbowSurtr_TW","Surtr Greatbow","Weapon","$greatbow_surtr_description_TW","WarfareFireAndIce"
"CrossbowNjord_TW","Njord Crossbow","Weapon","$crossbow_njord_description_TW","WarfareFireAndIce"
"CrossbowSurtr_TW","Surtr Crossbow","Weapon","$crossbow_surtr_description_TW","WarfareFireAndIce"
"BastardSurtr_TW","Surtr Bastard Sword","Weapon","$bastard_surtr_description_TW","WarfareFireAndIce"
"BastardNjord_TW","Njord Bastard Sword","Weapon","$bastard_njord_description_TW","WarfareFireAndIce"
"ClaymoreNjord_TW","Njord Claymore","Weapon","$claymore_njord_description_TW","WarfareFireAndIce"
"ClaymoreSurtr_TW","Surtr Claymore","Weapon","$claymore_surtr_description_TW","WarfareFireAndIce"
"GlacierBlade_TW","Glacier Blade","Weapon","$blade_glacier_description_TW","WarfareFireAndIce"
"VolcanicBlade_TW","Volcanic Blade","Weapon","$blade_volcanic_description_TW","WarfareFireAndIce"
"LightningBlade_TW","Lightning Blade","Weapon","$blade_lightning_description_TW","WarfareFireAndIce"
"FistNjord_TW","Njord Fists","Weapon","$fist_njord_description_TW","WarfareFireAndIce"
"FistSurtr_TW","Surtr Wristblades","Weapon","$fist_surtr_description_TW","WarfareFireAndIce"
"FistFenrir_TW","Fenrir Claws","Weapon","$fist_fenrir_description_TW","WarfareFireAndIce"
"KnifeNjord_TW","Njord Knife","Weapon","$knife_njord_description_TW","WarfareFireAndIce"
"KnifeSurtr_TW","Surtr Knife","Weapon","$knife_surtr_description_TW","WarfareFireAndIce"
"DualKnifeNjord_TW","Njord Daggers","Weapon","$dual_knifenjord_description_TW","WarfareFireAndIce"
"DualKnifeSurtr_TW","Surtr Daggers","Weapon","$dual_knifesurtr_description_TW","WarfareFireAndIce"
"DualHammerRageHatred_TW","Rage and Hatred","Weapon","$dual_hammerragehatred_description_TW","WarfareFireAndIce"
"MaceNjord_TW","Njord Mace","Weapon","$mace_njord_description_TW","WarfareFireAndIce"
"MaceSurtr_TW","Surtr Hammer","Weapon","$mace_surtr_description_TW","WarfareFireAndIce"
"SledgeNjord_TW","Njord Sledgehammer","Weapon","$sledge_njord_description_TW","WarfareFireAndIce"
"SledgeSurtr_TW","Surtr Sledgehammer","Weapon","$sledge_surtr_description_TW","WarfareFireAndIce"
"SpearNjord_TW","Njord Spear","Weapon","$spear_njord_description_TW","WarfareFireAndIce"
"SpearSurtr_TW","Surtr Spear","Weapon","$spear_surtr_description_TW","WarfareFireAndIce"
"LanceNjord_TW","Njord Lance","Weapon","$lance_njord_description_TW","WarfareFireAndIce"
"LanceSurtr_TW","Surtr Lance","Weapon","$lance_surtr_description_TW","WarfareFireAndIce"
"SwordNjord_TW","Njord Sword","Weapon","$sword_njord_description_TW","WarfareFireAndIce"
"SwordSurtr_TW","Surtr Sword","Weapon","$sword_surtr_description_TW","WarfareFireAndIce"
"ShieldArcticSerpentscale_TW","Icestalker Scale Shield","Weapon","$shield_arcticserpent_description_TW","WarfareFireAndIce"
"ShieldNjordTower_TW","Njord Tribe Defender","Weapon","$shield_njordtower_description_TW","WarfareFireAndIce"
"ShieldSurtrTower_TW","Surtr Bulwark","Weapon","$shield_surtrtower_description_TW","WarfareFireAndIce"
"ShieldNjord_TW","Njord Aegis","Weapon","$shield_njord_description_TW","WarfareFireAndIce"
"ShieldSurtr_TW","Surtr Deflector","Weapon","$shield_surtr_description_TW","WarfareFireAndIce"
"ShieldNjordBuckler_TW","Njord Buckler","Weapon","$shield_bucklernjord_description_TW","WarfareFireAndIce"
"ShieldSurtrBuckler_TW","Surtr Buckler","Weapon","$shield_bucklersurtr_description_TW","WarfareFireAndIce"
"WarpikeNjord_TW","Njord War Pike","Weapon","$warpike_njord_description_TW","WarfareFireAndIce"
"WarpikeSurtr_TW","Surtr War Pike","Weapon","$warpike_surtr_description_TW","WarfareFireAndIce"
"StaffVulkarion_TW","Vulkarion's Rage","Weapon","$staff_vulkarion_description_TW","WarfareFireAndIce"
"StaffSkrymir_TW","Skrymir's Chill","Weapon","$staff_skrymir_description_TW","WarfareFireAndIce"
"StaffStorm_TW","Stormcaller","Weapon","$staff_storm_description_TW","WarfareFireAndIce"
"StaffImpDemon_TW","Voidcaller","Weapon","$staff_impdemon_description_TW","WarfareFireAndIce"
"PickaxeLokvyr_TW","Lokvyr Pickaxe","Weapon","$pickaxe_lokvyr_description_TW","WarfareFireAndIce"
"MineRock_GlacierFragment_TW","Jotunnheim fragment","Undefined","","WarfareFireAndIce"
"MineRock_VolcanicFragment_TW","Muspelheim fragment","Undefined","","WarfareFireAndIce"
"MineRock_Tyranium_1_TW","Pure Tyranium","Undefined","","WarfareFireAndIce"
"MineRock_Tyranium_2_TW","Pure Tyranium","Undefined","","WarfareFireAndIce"
"MineRock_Tyranium_3_TW","Pure Tyranium","Undefined","","WarfareFireAndIce"
"MineRock_Lokvyr_TW","Lokvyr deposit","Undefined","","WarfareFireAndIce"
"MineRock_Ragnorite_1_TW","Pure Ragnorite","Undefined","","WarfareFireAndIce"
"MineRock_Ragnorite_2_TW","Pure Ragnorite","Undefined","","WarfareFireAndIce"
"MineRock_Ragnorite_3_TW","Pure Ragnorite","Undefined","","WarfareFireAndIce"
"Stalag_DeepNorth_TW","Glacier stalag","Undefined","","WarfareFireAndIce"
"BlackIce_DeepNorth_TW","Black ice crystals","Undefined","","WarfareFireAndIce"
"BorealBush1_TW","BorealBush1_TW","Undefined","","WarfareFireAndIce"
"BorealBush2_TW","BorealBush2_TW","Undefined","","WarfareFireAndIce"
"BorealBush3_TW","BorealBush3_TW","Undefined","","WarfareFireAndIce"
"BorealPineTree_TW","Boreal pine tree","Undefined","","WarfareFireAndIce"
"BorealPineTreeNormal_TW","Boreal pine tree","Undefined","","WarfareFireAndIce"
"DeadBorealPineTree_TW","Dead Boreal pine tree","Undefined","","WarfareFireAndIce"
"BorealTrunk_TW","BorealTrunk_TW","Undefined","","WarfareFireAndIce"
"BorealTree_TW","Boreal tree","Undefined","","WarfareFireAndIce"
"DeadBorealTree_TW","Boreal tree","Undefined","","WarfareFireAndIce"
"Pickable_BranchBoreal_TW","Pickable_BranchBoreal_TW","Undefined","","WarfareFireAndIce"
"GswordDN_TW","Titan remnant","Undefined","","WarfareFireAndIce"
"GswordDN_destruction_TW","Titan remnant","Undefined","","WarfareFireAndIce"
"RockChunk_DeepNorth_TW","RockChunk_DeepNorth_TW","Undefined","","WarfareFireAndIce"
"RockChunk_frac_DeepNorth_TW","RockChunk_frac_DeepNorth_TW","Undefined","","WarfareFireAndIce"
"Rock_DeepNorth_TW","Rock_DeepNorth_TW","Undefined","","WarfareFireAndIce"
"Rock_DeepNorth_frac_TW","Rock_DeepNorth_frac_TW","Undefined","","WarfareFireAndIce"
"Boulder_DeepNorth_TW","Boulder_DeepNorth_TW","Undefined","","WarfareFireAndIce"
"Boulder_frac_DeepNorth_TW","Boulder_frac_DeepNorth_TW","Undefined","","WarfareFireAndIce"
"RockPillar_DeepNorth_TW","RockPillar_DeepNorth_TW","Undefined","","WarfareFireAndIce"
"RockPillar_frac_DeepNorth_TW","RockPillar_frac_DeepNorth_TW","Undefined","","WarfareFireAndIce"
"Pickable_Mushroom_Wintercap_TW","Pickable_Mushroom_Wintercap_TW","Undefined","","WarfareFireAndIce"
"Pickable_GlacierStone_TW","Pickable_GlacierStone_TW","Undefined","","WarfareFireAndIce"
"SummonedImp_TW","Void Imp","Creature","","WarfareFireAndIce"
"ArcticBearSteak_TW","Frozen Ursa Steak","Item","$food_arcticbearsteak_description_deepnorth_TW","MonstrumDeepNorth"
"CookedArcticBearSteak_TW","Cooked Ursa Steak","Food","$food_arcticcookedbearsteak_description_deepnorth_TW","MonstrumDeepNorth"
"ArcticSerpentMeat_TW","Ice Stalker Meat","Item","$food_arcticserpentmeat_description_deepnorth_TW","MonstrumDeepNorth"
"CookedArcticSerpentMeat_TW","Cooked Arctic Serpent Meat","Food","$food_cookedarcticserpentmeat_description_deepnorth_TW","MonstrumDeepNorth"
"ArcticWolfMeat_TW","Dire Wolf Meat","Item","$food_arcticwolfmeat_description_deepnorth_TW","MonstrumDeepNorth"
"CookedArcticWolfMeat_TW","Cooked Dire Wolf Meat","Food","$food_cookedarcticwolfmeat_description_deepnorth_TW","MonstrumDeepNorth"
"MammothMeat_TW","Pridetusk Meat","Item","$food_mammothmeat_description_deepnorth_TW","MonstrumDeepNorth"
"CookedMammothMeat_TW","Cooked Pridetusk Meat","Food","$food_cookedmammothmeat_description_deepnorth_TW","MonstrumDeepNorth"
"ArcticStew_TW","Northern Stew","Food","$food_arcticstew_description_deepnorth_TW","MonstrumDeepNorth"
"DireWolfMeatSkewer_TW","Dire Wolf Meat Skewer","Food","$food_direwolfmeatskewer_description_deepnorth_TW","MonstrumDeepNorth"
"Heartscream_TW","Heartscream","Food","$food_heartscream_description_deepnorth_TW","MonstrumDeepNorth"
"HelweedSoup_TW","Helweed Soup","Food","$food_helweedsoup_description_deepnorth_TW","MonstrumDeepNorth"
"FishPieUncooked_TW","Uncooked Fish Pie","Item","$food_fishpieuncooked_description_deepnorth_TW","MonstrumDeepNorth"
"FishPie_TW","Fish Pie","Food","$food_fishpie_description_deepnorth_TW","MonstrumDeepNorth"
"ShroomTartUncooked_TW","Uncooked Mushroom Tart","Item","$food_shroomtartuncooked_description_deepnorth_TW","MonstrumDeepNorth"
"ShroomTart_TW","Mushroom Tart","Food","$food_shroomtart_description_deepnorth_TW","MonstrumDeepNorth"
"DrakkarChili_TW","Drakkar Chili","Food","$food_drakkarchili_description_deepnorth_TW","MonstrumDeepNorth"
"MeatPieUncooked_TW","Uncooked Meat Pie","Item","$food_meatpieuncooked_description_deepnorth_TW","MonstrumDeepNorth"
"MeatPie_TW","Meat Pie","Food","$food_meatpie_description_deepnorth_TW","MonstrumDeepNorth"
"DrakeOmelet_TW","Spicy Drake Omelet","Food","$food_drakeomelet_description_deepnorth_TW","MonstrumDeepNorth"
"SaddleMammoth_TW","Pridetusk Saddle","Item","$saddle_mammoth_description_TW","MonstrumDeepNorth"
"SurtrDrakeEgg_TW","Fiery Dragon Egg","Item","$surtr_dragonegg_description_TW","MonstrumDeepNorth"
"TrophyJotunnBrute_TW","Jotarr Berserker Trophy","Item","$trophy_jotunnbrute_description_TW","MonstrumDeepNorth"
"TrophyJotunnJuggernaut_TW","Juggernaut Trophy","Item","$trophy_jotunnjuggernaut_description_TW","MonstrumDeepNorth"
"TrophyJotunnShaman_TW","Primalist Trophy","Item","$trophy_jotunnshaman_description_TW","MonstrumDeepNorth"
"TrophyJotunnBladefist_TW","Bladefist Trophy","Item","$trophy_jotunnbladefist_description_TW","MonstrumDeepNorth"
"TrophyArcticBear_TW","Ursa Trophy","Item","$trophy_arcticbear_description_TW","MonstrumDeepNorth"
"TrophyArcticMammoth_TW","Pridetusk Trophy","Item","$trophy_arcticmammoth_description_TW","MonstrumDeepNorth"
"TrophyStormFenring_TW","Stormbringer Trophy","Item","$trophy_stormfenring_description_TW","MonstrumDeepNorth"
"TrophyStormCultist_TW","Storm Acolyte Trophy","Item","$trophy_stormfenringcultist_description_TW","MonstrumDeepNorth"
"TrophyArcticWolf_TW","Dire Wolf Trophy","Item","$trophy_arcticwolf_description_TW","MonstrumDeepNorth"
"TrophyArcticGolem_TW","Lokvyr Golem Trophy","Item","$trophy_arcticgolem_description_TW","MonstrumDeepNorth"
"TrophyArcticSerpent_TW","Ice Stalker Trophy","Item","$trophy_arcticserpent_description_TW","MonstrumDeepNorth"
"TrophyStormHerald_TW","Herald of the Storm Trophy","Item","$trophy_stormherald_description_TW","MonstrumDeepNorth"
"TrophyGorr_TW","Gorr the Dragonslayer Trophy","Item","$trophy_gorr_description_TW","MonstrumDeepNorth"
"TrophySythrak_TW","Sythrak Trophy","Item","$trophy_sythrak_description_TW","MonstrumDeepNorth"
"TrophySurtrBrute_TW","Enforcer Trophy","Item","$trophy_surtrbrute_description_TW","MonstrumDeepNorth"
"TrophySurtrLegionnaire_TW","Legionnaire Trophy","Item","$trophy_surtrlegionnaire_description_TW","MonstrumDeepNorth"
"TrophySurtrHound_TW","Helhound Trophy","Item","$trophy_surtrhound_description_TW","MonstrumDeepNorth"
"TrophySurtrImp_TW","Gut-gnasher Trophy","Item","$trophy_surtrimp_description_TW","MonstrumDeepNorth"
"TrophySurtrDrake_TW","Nidhogg Spawn Trophy","Item","$trophy_surtrdrake_description_TW","MonstrumDeepNorth"
"TrophySurtrSeer_TW","Doomcaller Trophy","Item","$trophy_surtrseer_description_TW","MonstrumDeepNorth"
"TrophySurtrWarbringer_TW","Warbringer Trophy","Item","$trophy_surtrwarbringer_description_TW","MonstrumDeepNorth"
"TrophyDaggerFang_TW","Daggerfang Trophy","Item","$trophy_daggerfang_description_TW","MonstrumDeepNorth"
"TrophyBrutalis_TW","Siegelord Brutalis Trophy","Item","$trophy_bossbrutalis_description_TW","MonstrumDeepNorth"
"TMMonsterItemimp_fireball_TW","Imp firebreath","Weapon","","MonstrumDeepNorth"
"TMMonsterItemimp_dodge","imp dodge","Weapon","","MonstrumDeepNorth"
"TMMonsterItemimp_taunt","Goblin Mage Meteor Rain","Weapon","","MonstrumDeepNorth"
"ScrollStormHerald_TW","Mysterious Scroll","Item","$scrolltext_stormherald_description_TW","MonstrumDeepNorth"
"TreasureChest_DeepNorth_TW","Frozen Chest","Piece","","MonstrumDeepNorth"
"TreasureChest_JotunnDungeon","Spoils of Conquest","Piece","","MonstrumDeepNorth"
"MineRock_JotunnDungeon_GlacierFragment_TW","Jotunnheim fragment","Undefined","","MonstrumDeepNorth"
"MineRock_JotunnDungeon_Tyranium_TW","Pure Tyranium","Undefined","","MonstrumDeepNorth"
"TreasureChest_Muspelheim","Spoils of Conquest","Piece","","MonstrumDeepNorth"
"MineRock_DemonPortal_VolcanicFragment_TW","Muspelheim fragment","Undefined","","MonstrumDeepNorth"
"MineRock_DemonPortal_Ragnorite_TW","Pure Ragnorite","Undefined","","MonstrumDeepNorth"
"Pickable_ChainedMeat_TW","Pickable_ChainedMeat_TW","Undefined","","MonstrumDeepNorth"
"Pickable_MeatPile_TW","Pickable_MeatPile_TW","Undefined","","MonstrumDeepNorth"
"SurtrImp_TW","Gut-Gnasher","Creature","","MonstrumDeepNorth"
"BossBrutalis_TW","Siegelord Brutalis","Creature","","MonstrumDeepNorth"
"SurtrBones_TW","Volatile Bones","Creature","","MonstrumDeepNorth"
"SurtrBrute_TW","Enforcer","Creature","","MonstrumDeepNorth"
"SurtrHound_TW","Helhound","Creature","","MonstrumDeepNorth"
"SurtrDrake_TW","Fire drake","Creature","","MonstrumDeepNorth"
"SurtrLegionnaire_TW","Legionnaire","Creature","","MonstrumDeepNorth"
"DeepNorthDemonMeteors_TW","DeepNorthDemonMeteors_TW","Creature","","MonstrumDeepNorth"
"ArcticBear_TW","Ursa","Creature","","MonstrumDeepNorth"
"ArcticBearCub_TW","Ursa Cub","Creature","","MonstrumDeepNorth"
"ArcticWolf_TW","Dire Wolf","Creature","","MonstrumDeepNorth"
"ArcticWolfCub_TW","Dire Wolf cub","Creature","","MonstrumDeepNorth"
"ArcticMammoth_TW","Pridetusk","Creature","","MonstrumDeepNorth"
"ArcticSerpent_TW","Ice Stalker","Creature","","MonstrumDeepNorth"
"StormCultist_TW","Storm Acolyte","Creature","","MonstrumDeepNorth"
"StormFenring_TW","Stormbringer","Creature","","MonstrumDeepNorth"
"FrostFenring_TW","Frost Disciple","Creature","","MonstrumDeepNorth"
"FireFenring_TW","Flame Disciple","Creature","","MonstrumDeepNorth"
"ArcticBat_TW","Ice Bat","Creature","","MonstrumDeepNorth"
"JotunnBrute_TW","Berzerker","Creature","","MonstrumDeepNorth"
"JotunnJuggernaut_TW","Juggernaut","Creature","","MonstrumDeepNorth"
"ArcticGolem_TW","Lokvyr Golem","Creature","","MonstrumDeepNorth"
"BossSythrak_TW","Sythrak","Creature","","MonstrumDeepNorth"
"BossStormHerald_TW","Herald of the Storm","Creature","","MonstrumDeepNorth"
"StormWolf_TW","Storm Wolf","Creature","","MonstrumDeepNorth"
"JotunnBladefist_TW","Bladefist","Creature","","MonstrumDeepNorth"
"JotunnShaman_TW","Primalist","Creature","","MonstrumDeepNorth"
"BossGorr_TW","Chieftain Gorr","Creature","","MonstrumDeepNorth"
"JotunnWolf_TW","Jotarr Wolf","Creature","","MonstrumDeepNorth"
"SurtrSeer_TW","Doomcaller","Creature","","MonstrumDeepNorth"
"SurtrWarbringer_TW","Warbringer","Creature","","MonstrumDeepNorth"
"DaggerFang_TW","Daggerfang","Creature","","MonstrumDeepNorth"
"MushroomWitcheye_TW","Witch Eye","Food","$consume_mushroomuncooked_description_TW","Wizardry"
"MushroomDeathcap_TW","Deathcap","Food","$consume_mushroomuncooked_description_TW","Wizardry"
"MushroomWizardbutter_TW","Wizard Butter","Food","$consume_mushroomuncooked_description_TW","Wizardry"
"MushroomDevilstongue_TW","Devil's Tongue","Food","$consume_mushroomuncooked_description_TW","Wizardry"
"ShardElder_TW","Elder Shard","Item","$mat_shardelder_description_TW","Wizardry"
"ShardBonemass_TW","Bonemass Shard","Item","$mat_shardbonemass_description_TW","Wizardry"
"ShardModer_TW","Moder Shard","Item","$mat_shardmoder_description_TW","Wizardry"
"ShardYagluth_TW","Yagluth Shard","Item","$mat_shardyagluth_description_TW","Wizardry"
"ShardQueen_TW","Queen Shard","Item","$mat_shardqueen_description_TW","Wizardry"
"EnchantedWoodBlackForest_TW","Magical Infused Pine Wood","Item","$enchantedwood_description_TW","Wizardry"
"EnchantedWoodSwamp_TW","Magical Infused Ancient Wood","Item","$enchantedwood_description_TW","Wizardry"
"EnchantedWoodMountain_TW","Magical Infused Fir Wood","Item","$enchantedwood_description_TW","Wizardry"
"EnchantedWoodPlains_TW","Magical Infused Birch Wood","Item","$enchantedwood_description_TW","Wizardry"
"EnchantedWoodMistlands_TW","Magical Infused Yggdrasil Wood","Item","$enchantedwood_description_TW","Wizardry"
"TrophySheep_TW","Darkhorn Sheep Trophy","Item","$trophy_sheep_description_TW","Wizardry"
"WoolScraps_TW","Wool","Item","$mat_sheepwool_description_TW","Wizardry"
"WoolYarn_Black_TW","Black Yarn","Item","$mat_yarn_description_TW","Wizardry"
"WoolYarn_Teal_TW","Teal Yarn","Item","$mat_yarn_description_TW","Wizardry"
"WoolYarn_Blue_TW","Blue Yarn","Item","$mat_yarn_description_TW","Wizardry"
"WoolYarn_Green_TW","Green Yarn","Item","$mat_yarn_description_TW","Wizardry"
"WoolYarn_Brown_TW","Brown Yarn","Item","$mat_yarn_description_TW","Wizardry"
"WoolYarn_Red_TW","Red Yarn","Item","$mat_yarn_description_TW","Wizardry"
"WoolYarn_White_TW","White Yarn","Item","$mat_yarn_description_TW","Wizardry"
"WoolYarn_Yellow_TW","Yellow Yarn","Item","$mat_yarn_description_TW","Wizardry"
"FabricBundle_Blackforest_TW","Novice Fabric Bundle","Item","$mat_fabricbundle_description_TW","Wizardry"
"FabricBundle_Swamp_TW","Scholar Fabric Bundle","Item","$mat_fabricbundle_description_TW","Wizardry"
"FabricBundle_Mountain_TW","Magus Fabric Bundle","Item","$mat_fabricbundle_description_TW","Wizardry"
"FabricBundle_Plains_TW","Wizard Fabric Bundle","Item","$mat_fabricbundle_description_TW","Wizardry"
"FabricBundle_Mistlands_TW","Electromancer Fabric Bundle","Item","$mat_fabricbundle_description_TW","Wizardry"
"ArcaneScroll_BlackForest_TW","Arcane scroll: 'Evergrowth'","Item","$arcanescroll_description_TW","Wizardry"
"ArcaneScroll_Swamp_TW","Arcane scroll: 'Underworld'","Item","$arcanescroll_description_TW","Wizardry"
"ArcaneScroll_Mountain_TW","Arcane scroll: 'Cleansing'","Item","$arcanescroll_description_TW","Wizardry"
"ArcaneScroll_Plains_TW","Arcane scroll: 'Hellfire'","Item","$arcanescroll_description_TW","Wizardry"
"ArcaneScroll_Mistlands_TW","Arcane scroll: 'Storm'","Item","$arcanescroll_description_TW","Wizardry"
"ArcaneScroll_DamageBuff_TW","Arcane scroll: 'Destruction'","Food","$arcanescroll_buff_description_TW","Wizardry"
"ArcaneScroll_SpeedBuff_TW","Arcane scroll: 'Gust'","Food","$arcanescroll_buff_description_TW","Wizardry"
"ArcaneScroll_JumpBuff_TW","Arcane scroll: 'Frog'","Food","$arcanescroll_buff_description_TW","Wizardry"
